id,文章,問題,選項1,選項2,選項3,選項4,答案
757,祥子知道她是好心，而且知道廚子王六和奶媽子秦媽都有折子，他真想試一試。可是有一天方大小姐叫他去給放進十塊錢，他細細看了看那個小折子，上面有字，有小紅印；通共，哼，也就有一小打手紙那麼沈吧。把錢交進去，人家又在折子上畫了幾個字，打上了個小印。他覺得這不是騙局，也得是騙局,請問方小姐叫他去放進幾塊錢？,三塊,五塊,七塊,十塊,
758,祥子知道她是好心，而且知道廚子王六和奶媽子秦媽都有折子，他真想試一試。可是有一天方大小姐叫他去給放進十塊錢，他細細看了看那個小折子，上面有字，有小紅印；通共，哼，也就有一小打手紙那麼沈吧。把錢交進去，人家又在折子上畫了幾個字，打上了個小印。他覺得這不是騙局，也得是騙局,請問折子上除了有字還有什麼？,小紅印,錢,大印,一打手紙,
759,祥子知道她是好心，而且知道廚子王六和奶媽子秦媽都有折子，他真想試一試。可是有一天方大小姐叫他去給放進十塊錢，他細細看了看那個小折子，上面有字，有小紅印；通共，哼，也就有一小打手紙那麼沈吧。把錢交進去，人家又在折子上畫了幾個字，打上了個小印。他覺得這不是騙局，也得是騙局,請問下列何者有折子？,祥子,王小姐,王六,駱駝,
760,祥子是這樣的一個人：在新的環境裡還能保持著舊的習慣。假若他去當了兵，他決不會一穿上那套虎皮，馬上就不傻裝傻的去欺侮人。在車廠子裡，他不閒著，把汗一落下去，他就找點事兒作。他去擦車，打氣，曬雨布，抹油……用不著誰支使，他自己願意幹，幹得高高興興，彷彿是一種極好的娛樂。,請問誰絕不會穿上那套虎皮？,虎妞,劉四爺,祥子,駱駝,
761,祥子是這樣的一個人：在新的環境裡還能保持著舊的習慣。假若他去當了兵，他決不會一穿上那套虎皮，馬上就不傻裝傻的去欺侮人。在車廠子裡，他不閒著，把汗一落下去，他就找點事兒作。他去擦車，打氣，曬雨布，抹油……用不著誰支使，他自己願意幹，幹得高高興興，彷彿是一種極好的娛樂。,請問他幹得高高興興，彷彿是一種極好的什麼？,消遣,發洩,休閒,娛樂,
762,祥子是這樣的一個人：在新的環境裡還能保持著舊的習慣。假若他去當了兵，他決不會一穿上那套虎皮，馬上就不傻裝傻的去欺侮人。在車廠子裡，他不閒著，把汗一落下去，他就找點事兒作。他去擦車，打氣，曬雨布，抹油……用不著誰支使，他自己願意幹，幹得高高興興，彷彿是一種極好的娛樂。,請問祥子在新的環境裡還能保持著舊的什麼？,模樣,習慣,心情,品味,
763,祥子是鄉下人，口齒沒有城裡人那麼靈便；設若口齒靈利是出於天才，他天生來的不願多說話，所以也不願學著城裡人的貧嘴惡舌。他的事他知道，不喜歡和別人討論。因為嘴常閒著，所以他有工夫去思想，他的眼彷彿是老看著自己的心。只要他的主意打定，他便隨著心中所開開的那條路兒走；假若走不通的話，他能一兩天不出一聲，咬著牙，好似咬著自己的心！,請問他的眼彷彿是老看著自己的什麼？,心,肝,肺,腦,
764,祥子是鄉下人，口齒沒有城裡人那麼靈便；設若口齒靈利是出於天才，他天生來的不願多說話，所以也不願學著城裡人的貧嘴惡舌。他的事他知道，不喜歡和別人討論。因為嘴常閒著，所以他有工夫去思想，他的眼彷彿是老看著自己的心。只要他的主意打定，他便隨著心中所開開的那條路兒走；假若走不通的話，他能一兩天不出一聲，咬著牙，好似咬著自己的心！,請問誰天生不願多說話？,城子,鄉子,天子,祥子,
765,祥子是鄉下人，口齒沒有城裡人那麼靈便；設若口齒靈利是出於天才，他天生來的不願多說話，所以也不願學著城裡人的貧嘴惡舌。他的事他知道，不喜歡和別人討論。因為嘴常閒著，所以他有工夫去思想，他的眼彷彿是老看著自己的心。只要他的主意打定，他便隨著心中所開開的那條路兒走；假若走不通的話，他能一兩天不出一聲，咬著牙，好似咬著自己的心！,祥子是哪裡人？,城裡人,鄉下人,變性人,外星人,
766,祥子是鄉下人，口齒沒有城裡人那麼靈便；設若口齒靈利是出於天才，他天生來的不願多說話，所以也不願學著城裡人的貧嘴惡舌。他的事他知道，不喜歡和別人討論。因為嘴常閒著，所以他有工夫去思想，他的眼彷彿是老看著自己的心。只要他的主意打定，他便隨著心中所開開的那條路兒走；假若走不通的話，他能一兩天不出一聲，咬著牙，好似咬著自己的心！,請問哪裡人的口齒比較靈變？,鄉下人,郊區人,城裏人,野外人,
767,祥子為這個剛跑回來，劉四爺又教他去給借麻將牌，借三四副，到日子非痛痛快快的賭一下不可。借來牌，又被派走去借留聲機，作壽總得有些響聲兒。祥子的腿沒停住一會兒，一直跑到夜裡十一點。拉慣了車，空著手兒走比跑還累得慌；末一趟回來，他，連他，也有點抬不起腳來了。,請問祥子一直跑到夜裡幾點？,九點,十點,十一點,十二點,
768,祥子為這個剛跑回來，劉四爺又教他去給借麻將牌，借三四副，到日子非痛痛快快的賭一下不可。借來牌，又被派走去借留聲機，作壽總得有些響聲兒。祥子的腿沒停住一會兒，一直跑到夜裡十一點。拉慣了車，空著手兒走比跑還累得慌；末一趟回來，他，連他，也有點抬不起腳來了。,請問他有點抬不起什麼來了？,車,手,心,腳,
769,祥子為這個剛跑回來，劉四爺又教他去給借麻將牌，借三四副，到日子非痛痛快快的賭一下不可。借來牌，又被派走去借留聲機，作壽總得有些響聲兒。祥子的腿沒停住一會兒，一直跑到夜裡十一點。拉慣了車，空著手兒走比跑還累得慌；末一趟回來，他，連他，也有點抬不起腳來了。,請問借完麻將牌又去借什麼？,桌子,留聲機,三四副,聲響,
770,祥子為這個剛跑回來，劉四爺又教他去給借麻將牌，借三四副，到日子非痛痛快快的賭一下不可。借來牌，又被派走去借留聲機，作壽總得有些響聲兒。祥子的腿沒停住一會兒，一直跑到夜裡十一點。拉慣了車，空著手兒走比跑還累得慌；末一趟回來，他，連他，也有點抬不起腳來了。,請問劉四爺叫誰去給借麻將牌？,祥子,虎妞,四爺,駱駝,
771,祥子剛從熱被窩裡出來，不住的吸溜氣兒。街上簡直已沒了行人，路旁還只有一兩輛洋車，車夫的手捂在耳朵上，在車旁跺著腳取暖。祥子一氣跑到南邊的小鋪，鋪中為保存暖氣，已經上了門，由個小窗洞收錢遞貨。祥子要了四兩白乾，三個大子兒的落花生。平端著酒碗，不敢跑，而像轎夫似的疾走，回到屋中。,請問祥子要了幾個落花生？,一個,兩個,三個,四個,
772,祥子剛從熱被窩裡出來，不住的吸溜氣兒。街上簡直已沒了行人，路旁還只有一兩輛洋車，車夫的手捂在耳朵上，在車旁跺著腳取暖。祥子一氣跑到南邊的小鋪，鋪中為保存暖氣，已經上了門，由個小窗洞收錢遞貨。祥子要了四兩白乾，三個大子兒的落花生。平端著酒碗，不敢跑，而像轎夫似的疾走，回到屋中。,請問祥子端著什麼？,洋車,暖氣,花生,酒碗,
773,祥子剛從熱被窩裡出來，不住的吸溜氣兒。街上簡直已沒了行人，路旁還只有一兩輛洋車，車夫的手捂在耳朵上，在車旁跺著腳取暖。祥子一氣跑到南邊的小鋪，鋪中為保存暖氣，已經上了門，由個小窗洞收錢遞貨。祥子要了四兩白乾，三個大子兒的落花生。平端著酒碗，不敢跑，而像轎夫似的疾走，回到屋中。,請問祥子剛從什麼裡出來？,熱被窩,街上,洋車,暖氣,
774,祥子剛從熱被窩裡出來，不住的吸溜氣兒。街上簡直已沒了行人，路旁還只有一兩輛洋車，車夫的手捂在耳朵上，在車旁跺著腳取暖。祥子一氣跑到南邊的小鋪，鋪中為保存暖氣，已經上了門，由個小窗洞收錢遞貨。祥子要了四兩白乾，三個大子兒的落花生。平端著酒碗，不敢跑，而像轎夫似的疾走，回到屋中。,請問車夫的手捂在哪裡？,頭上,耳朵上,洋車上,腳,
775,祭灶那天下午，溜溜的東風帶來一天黑雲。天氣忽然暖了一些。到快掌燈的時候，風更小了些，天上落著稀疏的雪花。賣糖瓜的都著了急，天暖，再加上雪花，大家一勁兒往糖上撒白土子，還怕都粘在一處。雪花落了不多，變成了小雪粒，刷刷的輕響，落白了地。,請問黑雲被什麼帶來？,西風,東風,祭灶,雪花,
776,祭灶那天下午，溜溜的東風帶來一天黑雲。天氣忽然暖了一些。到快掌燈的時候，風更小了些，天上落著稀疏的雪花。賣糖瓜的都著了急，天暖，再加上雪花，大家一勁兒往糖上撒白土子，還怕都粘在一處。雪花落了不多，變成了小雪粒，刷刷的輕響，落白了地。,請問雪花變成了什麼？,東風,小雪粒,白土子,糖,
777,祭灶那天下午，溜溜的東風帶來一天黑雲。天氣忽然暖了一些。到快掌燈的時候，風更小了些，天上落著稀疏的雪花。賣糖瓜的都著了急，天暖，再加上雪花，大家一勁兒往糖上撒白土子，還怕都粘在一處。雪花落了不多，變成了小雪粒，刷刷的輕響，落白了地。,請問天上落著稀疏的什麼？,雪花,糖瓜,風,黑雲,
778,設若城裡的人對於一切都沒有辦法，他們可會造謠言——有時完全無中生有，有時把一分真事說成十分——以便顯出他們並不愚傻與不作事。他們像些小魚，閒著的時候把嘴放在水皮上，吐出幾個完全沒用的水泡兒也怪得意。在謠言裡，最有意思是關於戰爭的。別種謠言往往始終是謠言，好像談鬼說狐那樣，不會說著說著就真見了鬼。關於戰爭的，正是因為根本沒有正確消息，謠言反倒能立竿見影。在小節目上也許與真事有很大的出入，可是對於戰爭本身的有無，十之八九是正確的。,請問在謠言裡最有意思的是關於什麼的？,女人,八卦,戰爭,糧食,
779,設若城裡的人對於一切都沒有辦法，他們可會造謠言——有時完全無中生有，有時把一分真事說成十分——以便顯出他們並不愚傻與不作事。他們像些小魚，閒著的時候把嘴放在水皮上，吐出幾個完全沒用的水泡兒也怪得意。在謠言裡，最有意思是關於戰爭的。別種謠言往往始終是謠言，好像談鬼說狐那樣，不會說著說著就真見了鬼。關於戰爭的，正是因為根本沒有正確消息，謠言反倒能立竿見影。在小節目上也許與真事有很大的出入，可是對於戰爭本身的有無，十之八九是正確的。,請問城裡的人像些什麼？,小鳥,小魚,小狗,小貓,
780,設若城裡的人對於一切都沒有辦法，他們可會造謠言——有時完全無中生有，有時把一分真事說成十分——以便顯出他們並不愚傻與不作事。他們像些小魚，閒著的時候把嘴放在水皮上，吐出幾個完全沒用的水泡兒也怪得意。在謠言裡，最有意思是關於戰爭的。別種謠言往往始終是謠言，好像談鬼說狐那樣，不會說著說著就真見了鬼。關於戰爭的，正是因為根本沒有正確消息，謠言反倒能立竿見影。在小節目上也許與真事有很大的出入，可是對於戰爭本身的有無，十之八九是正確的。,請問什麼反倒能立竿見影？,政策,命令,預言,謠言,
781,設若城裡的人對於一切都沒有辦法，他們可會造謠言——有時完全無中生有，有時把一分真事說成十分——以便顯出他們並不愚傻與不作事。他們像些小魚，閒著的時候把嘴放在水皮上，吐出幾個完全沒用的水泡兒也怪得意。在謠言裡，最有意思是關於戰爭的。別種謠言往往始終是謠言，好像談鬼說狐那樣，不會說著說著就真見了鬼。關於戰爭的，正是因為根本沒有正確消息，謠言反倒能立竿見影。在小節目上也許與真事有很大的出入，可是對於戰爭本身的有無，十之八九是正確的。,請問關於什麼的有無，十之八九是正確的？,戰爭,暴雨,地震,消息,
